"id","mercedes_c","vw_golf","vw_passat","bmw_320","opel_astra","diesel","other_car_owner","pm_green","private_seller","guarantee","inspection","maintenance_cert","co2_em","euro_norm","mile_20","mile_30","mile_40","mile_50","mile_100","mile_150","mileage","mileage2","age_3","age_6","age_car_years","age_car_years2"
17814,0,1,0,0,0,1,1,1,0,0,1,1,109,5,1,1,1,1,0,0,86.65,7508.2225,1,0,3.2,10.24
14937,0,0,1,0,0,1,0,0,1,0,2,0,159,5,1,1,1,1,1,1,184.2,33929.64,1,1,6.2,38.44
97426,0,0,0,0,1,1,2,1,0,0,0,0,149,4,1,1,1,1,1,0,118.6,14065.96,1,1,8.1,65.61
11525,0,0,0,1,0,1,0,1,0,0,1,1,149,5,1,1,1,1,1,0,114,12996,1,1,7.1,50.41
27231,0,0,1,0,0,1,1,1,0,0,1,1,125,6,0,0,0,0,0,0,18.704,349.839616,0,0,1.2,1.44
104201,0,0,0,1,0,1,1,1,0,0,0,0,143,5,1,1,1,1,0,0,51,2601,0,0,2.1,4.41
70884,0,0,0,0,1,0,0,1,0,0,1,0,144,5,1,1,0,0,0,0,36.9,1361.61,1,0,3.2,10.24
60299,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,1,1,0,130,16900,1,0,3.6,12.96
27976,0,0,1,0,0,1,1,1,0,0,1,0,136,5,1,1,1,1,1,1,189.3,35834.49,1,0,4.5,20.25
9464,0,0,1,0,0,1,1,1,0,0,2,0,120,5,1,1,1,1,0,0,89.95,8091.0025,0,0,2.2,4.84
48328,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,1,1,0,107.011,11451.354121,1,0,3.1,9.61
8685,0,0,0,1,0,1,1,1,0,1,1,1,119,5,1,1,1,1,1,0,138.186,19095.370596,1,0,4.2,17.64
52456,0,0,1,0,0,1,2,1,0,0,0,1,136,5,1,1,1,1,1,1,155,24025,1,0,4.9,24.01
57004,0,1,0,0,0,1,1,1,0,0,0,1,111,5,1,1,1,1,0,0,52.279,2733.093841,0,0,1.7,2.89
49469,0,0,1,0,0,1,0,0,1,0,2,0,149,5,1,1,1,1,0,0,81,6561,1,0,4.3,18.49
80564,0,0,0,0,1,1,1,1,0,0,1,1,135,5,1,1,1,1,1,0,131.813,17374.666969,1,0,3.2,10.24
37915,0,1,0,0,0,1,1,1,0,0,0,1,137,4,1,1,1,1,1,0,112.12,12570.8944,1,1,8.2,67.24
99247,0,0,0,1,0,1,1,1,0,0,2,0,123,5,1,1,1,0,0,0,45.7,2088.49,1,0,3.1,9.61
66806,0,0,0,1,0,1,1,1,0,0,2,1,124,5,1,1,1,1,1,1,158,24964,1,0,3.3,10.89
22246,0,1,0,0,0,0,2,1,0,0,1,1,148,5,1,0,0,0,0,0,22.317,498.048489,1,0,4.1,16.81
83828,0,0,0,0,1,1,0,1,0,0,2,0,119,5,1,1,1,1,0,0,76.3,5821.69,1,0,4.3,18.49
98220,0,0,0,1,0,0,0,0,0,0,0,0,199,4,1,1,1,1,1,1,177.379,31463.309641,1,1,12.8,163.84
10452,0,0,1,0,0,1,0,0,0,0,2,0,120,5,1,1,1,1,1,0,125.159,15664.775281,1,0,4.8,23.04
57121,0,0,0,1,0,1,0,1,0,1,0,1,158,4,1,1,1,1,1,0,141,19881,1,1,10.2,104.04
3229,0,0,1,0,0,1,1,1,0,0,2,1,135,5,1,1,1,1,1,1,194.915,37991.857225,1,0,3.2,10.24
69700,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,0,0,54.369,2955.988161,1,0,4.3,18.49
12186,0,1,0,0,0,0,1,1,0,0,1,1,124,5,1,0,0,0,0,0,26.5,702.25,0,0,1.1,1.21
61715,0,1,0,0,0,1,1,1,0,0,1,1,104,5,1,0,0,0,0,0,25.55,652.8025,0,0,1,1
31948,0,0,1,0,0,1,1,1,0,0,1,1,135,4,1,1,1,1,0,0,59.5,3540.25,1,0,3.7,13.69
42894,1,0,0,0,0,0,2,1,0,0,1,1,160,5,1,1,1,0,0,0,44.25,1958.0625,1,0,3.6,12.96
36324,0,1,0,0,0,0,2,1,0,0,0,1,126,6,0,0,0,0,0,0,11.73,137.5929,0,0,1.4,1.96
67709,0,1,0,0,0,0,1,1,0,0,1,1,123,5,1,1,1,1,0,0,65.9,4342.81,1,0,3.2,10.24
20383,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,1,0,149.69,22407.0961,1,0,4.3,18.49
89849,0,0,1,0,0,1,2,1,0,0,0,0,146,5,1,1,1,1,1,1,198.812,39526.211344,1,1,6.6,43.56
44057,0,0,1,0,0,1,1,0,1,0,0,1,120,5,1,1,1,1,1,0,125,15625,1,0,3.7,13.69
21000,0,0,0,1,0,1,0,1,0,0,2,0,184,4,1,1,1,1,1,0,111.86,12512.6596,1,1,8.9,79.21
98275,0,0,0,1,0,1,3,0,1,0,1,1,163,5,1,1,1,1,0,0,83,6889,1,0,5,25
66348,0,0,0,1,0,1,1,0,0,0,2,1,123,5,1,1,1,1,1,0,145,21025,1,0,3.3,10.89
43314,0,0,1,0,0,1,1,1,0,0,0,1,136,5,1,1,1,1,1,0,122,14884,0,0,2.4,5.76
37842,0,0,0,1,0,1,2,1,0,0,2,1,125,4,1,1,1,1,1,1,199.9,39960.01,1,1,7.3,53.29
81804,1,0,0,0,0,1,1,1,0,0,1,1,124,5,1,0,0,0,0,0,29.557,873.616249,1,0,3.7,13.69
7746,0,0,0,1,0,1,1,1,0,0,1,1,112,5,1,1,1,1,0,0,54.687,2990.667969,0,0,2.4,5.76
46347,0,0,0,1,0,1,1,1,0,0,1,0,122,5,1,1,1,1,0,0,74.798,5594.740804,1,0,3,9
92722,0,0,0,0,1,1,2,0,1,0,1,0,143,4,1,1,1,1,1,0,135,18225,1,1,7.3,53.29
71322,0,0,1,0,0,1,0,1,1,0,0,1,146,5,1,1,1,1,1,0,117.34,13768.6756,1,1,7.1,50.41
83665,0,0,1,0,0,0,2,1,0,0,0,1,102,5,1,1,1,1,0,0,78.651,6185.979801,1,0,4.2,17.64
12109,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,1,0,131.118,17191.929924,1,0,3.4,11.56
4449,0,1,0,0,0,1,1,0,0,0,1,1,119,5,1,1,1,1,1,0,147.432,21736.194624,1,0,4,16
32018,0,0,0,1,0,1,3,1,0,0,0,0,181,5,1,1,1,1,1,0,120.8,14592.64,1,0,4.9,24.01
93653,0,0,0,1,0,1,2,1,0,0,2,0,155,4,1,1,1,1,1,1,199.999,39999.600001,1,1,8.9,79.21
36560,0,0,1,0,0,0,0,1,0,0,2,0,213,4,1,1,1,1,0,0,62.1,3856.41,1,1,8.6,73.96
66394,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,1,0,117.219,13740.293961,1,0,3.4,11.56
61492,0,0,0,0,1,1,1,1,0,0,2,1,119,5,1,1,1,1,1,1,169.33,28672.6489,1,0,5.1,26.01
38718,0,0,1,0,0,1,1,1,0,0,0,1,135,5,1,1,1,1,0,0,68.7,4719.69,1,0,3.5,12.25
60231,1,0,0,0,0,1,0,1,0,0,1,1,151,5,1,1,1,0,0,0,48.602,2362.154404,0,0,2.5,6.25
54581,0,0,0,1,0,1,2,1,0,0,0,1,162,4,1,1,1,1,1,0,117.8,13876.84,1,1,7.3,53.29
95637,1,0,0,0,0,1,2,1,0,0,0,1,124,5,1,1,1,1,1,0,135.84,18452.5056,1,0,3.9,15.21
51859,0,0,0,1,0,1,0,1,0,0,2,0,124,5,1,1,1,1,1,0,124,15376,1,0,3.1,9.61
103772,0,0,1,0,0,1,1,1,0,0,1,1,113,5,1,1,1,1,1,0,105.024,11030.040576,1,0,4.3,18.49
72768,0,0,0,0,1,1,1,1,0,0,1,1,135,5,1,1,1,1,1,0,140.028,19607.840784,1,0,4.4,19.36
17884,1,0,0,0,0,0,0,1,1,0,2,1,164,4,1,1,1,1,0,0,98.7,9741.69,1,1,7,49
54143,0,1,0,0,0,1,2,1,0,0,1,1,128,5,1,1,1,1,0,0,81,6561,1,0,3.3,10.89
45318,0,0,0,1,0,0,3,1,0,1,1,0,182,4,1,1,1,1,0,0,83.348,6946.889104,1,1,8.6,73.96
10005,1,0,0,0,0,1,0,1,0,0,1,1,171,5,1,1,1,1,0,0,95.9,9196.81,1,0,4.4,19.36
42664,0,0,1,0,0,1,0,0,1,0,2,0,135,5,1,1,1,1,0,0,59,3481,1,0,3.3,10.89
158,0,0,1,0,0,1,1,1,0,0,1,1,116,5,1,1,1,1,0,0,74.861,5604.169321,1,0,4.7,22.09
14026,0,1,0,0,0,0,1,1,0,0,1,1,143,5,1,1,0,0,0,0,35.12,1233.4144,1,0,3.2,10.24
43330,1,0,0,0,0,0,1,1,0,0,2,0,176,5,1,1,1,0,0,0,47.779,2282.832841,1,0,4.2,17.64
54673,0,0,0,1,0,1,0,1,1,0,2,0,119,5,1,1,1,1,0,0,72,5184,1,0,4.7,22.09
96456,0,0,0,1,0,0,2,0,0,0,0,1,185,4,1,1,1,1,1,1,189.578,35939.818084,1,1,12.4,153.76
96444,0,0,1,0,0,1,2,1,0,0,1,1,151,5,1,1,1,1,0,0,96.25,9264.0625,1,0,4.2,17.64
56738,1,0,0,0,0,1,2,1,1,0,0,1,191,5,1,1,1,1,1,1,152,23104,1,1,7.3,53.29
23458,0,0,1,0,0,1,1,1,0,0,0,1,120,5,1,1,1,1,1,0,145,21025,1,0,3.4,11.56
71655,1,0,0,0,0,1,1,1,0,0,1,1,133,5,1,1,1,1,0,0,51.652,2667.929104,0,0,2.4,5.76
96279,0,0,0,1,0,1,3,1,0,0,0,1,125,4,1,1,1,1,1,0,146,21316,1,1,8.3,68.89
90675,0,0,0,1,0,1,4,1,0,0,0,0,158,4,1,1,1,1,1,0,149.411,22323.646921,1,1,10.5,110.25
47132,0,0,1,0,0,1,2,1,0,0,2,1,177,4,1,1,1,1,1,0,149.881,22464.314161,1,1,9.1,82.81
51672,0,1,0,0,0,1,1,1,0,0,1,1,128,5,1,1,1,1,0,0,76.44,5843.0736,1,0,3.1,9.61
13399,0,1,0,0,0,1,0,0,0,0,2,0,109,5,1,1,1,1,1,0,118.471,14035.377841,1,0,4.2,17.64
16782,0,1,0,0,0,1,1,1,0,0,1,1,102,5,1,1,1,0,0,0,44.85,2011.5225,0,0,1.9,3.61
71233,0,0,0,1,0,1,1,1,0,1,1,1,177,5,1,1,1,1,0,0,91.23,8322.9129,0,0,2.9,8.41
15024,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,0,0,0,0,0,27.698,767.179204,0,0,1.2,1.44
6209,0,0,0,0,1,1,1,1,0,0,0,1,119,5,1,1,1,1,0,0,75.8,5745.64,1,0,3.8,14.44
44222,0,0,0,1,0,1,1,1,0,0,2,0,135,5,1,1,1,1,0,0,67.072,4498.653184,1,0,3.1,9.61
41044,0,0,0,1,0,1,1,1,0,0,1,0,119,5,1,1,1,1,0,0,66.904,4476.145216,1,0,3.1,9.61
85274,0,0,0,1,0,1,1,1,0,0,1,0,123,5,0,0,0,0,0,0,11.3,127.69,0,0,2.6,6.76
52524,0,0,0,1,0,1,1,1,0,0,1,1,142,5,1,1,1,1,1,0,121.65,14798.7225,0,0,2.8,7.84
99810,1,0,0,0,0,1,1,1,0,0,1,1,114,5,1,1,1,1,0,0,91.4,8353.96,1,0,3.4,11.56
16447,0,0,1,0,0,1,1,1,0,0,0,1,123,5,1,1,1,1,1,0,124.54,15510.2116,1,0,3.3,10.89
62725,0,0,1,0,0,1,3,1,1,0,0,0,184,4,1,1,1,1,1,1,178,31684,1,1,8.3,68.89
125,0,0,1,0,0,1,1,1,0,0,2,0,135,5,1,0,0,0,0,0,25.207,635.392849,0,0,1.3,1.69
29899,0,1,0,0,0,1,1,1,1,0,0,1,119,5,1,1,1,0,0,0,41,1681,0,0,2.3,5.29
48585,1,0,0,0,0,1,1,1,0,0,2,1,147,5,1,1,1,1,0,0,78,6084,0,0,2.1,4.41
9426,1,0,0,0,0,1,1,1,0,0,1,1,136,5,1,1,1,1,1,0,102.5,10506.25,1,0,3.1,9.61
29213,0,0,0,1,0,1,2,1,0,0,1,0,135,5,1,1,1,1,0,0,51.834,2686.763556,0,0,2.9,8.41
79037,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,0,0,59.566,3548.108356,1,0,3.3,10.89
51175,0,0,0,1,0,1,1,1,0,0,2,1,129,5,1,1,0,0,0,0,32.05,1027.2025,0,0,2.5,6.25
917,0,0,0,1,0,0,2,1,0,0,0,1,208,4,1,1,1,1,1,1,173.973,30266.604729,1,1,8.8,77.44
96349,0,0,0,1,0,1,2,1,0,0,0,1,146,4,1,1,1,1,0,0,76.42,5840.0164,1,1,7.7,59.29
45824,0,0,0,1,0,1,2,1,0,0,0,0,120,5,1,1,1,1,0,0,65,4225,1,1,6.7,44.89
69934,1,0,0,0,0,1,2,1,0,0,0,1,133,5,1,1,1,1,0,0,91.9,8445.61,1,0,4.1,16.81
101996,0,0,0,0,1,1,1,1,0,0,0,1,119,5,1,1,1,1,1,0,138.937,19303.489969,1,0,4.7,22.09
2448,0,0,1,0,0,1,0,1,1,0,2,0,120,5,1,1,1,1,1,1,164,26896,1,0,4,16
142,1,0,0,0,0,1,0,1,0,0,2,1,180,4,1,1,1,1,1,1,159,25281,1,1,6.6,43.56
61268,0,1,0,0,0,1,0,1,0,1,2,0,109,5,1,0,0,0,0,0,26,676,0,0,1.1,1.21
36006,0,0,1,0,0,1,0,0,0,0,1,1,159,5,1,1,1,1,1,0,108,11664,1,0,5.5,30.25
4657,0,0,1,0,0,0,2,1,1,0,0,1,229,5,1,1,1,1,0,0,60,3600,1,1,6.3,39.69
16598,0,0,0,1,0,1,2,1,0,0,1,0,128,5,1,1,1,1,0,0,82.101,6740.574201,1,0,3.7,13.69
23852,1,0,0,0,0,1,1,1,0,1,0,0,151,5,1,1,1,1,0,0,55.004,3025.440016,1,0,3.6,12.96
6502,0,0,0,1,0,1,1,1,0,0,0,1,119,5,1,1,0,0,0,0,38.1,1451.61,0,0,2.5,6.25
16928,0,1,0,0,0,1,2,0,1,0,0,1,109,5,1,1,1,1,1,0,103.952,10806.018304,1,0,4.6,21.16
84387,0,0,0,1,0,1,1,1,0,0,1,1,123,5,1,1,1,0,0,0,47.471,2253.495841,1,0,3.1,9.61
44649,0,0,1,0,0,1,1,1,0,0,1,1,159,5,1,1,1,1,1,0,106.528,11348.214784,1,1,6.7,44.89
4389,0,0,0,0,1,0,0,1,0,0,1,0,139,5,1,1,1,1,0,0,56,3136,1,0,4.4,19.36
103869,0,0,1,0,0,1,1,1,0,0,0,1,151,5,1,1,1,1,0,0,83,6889,0,0,2.4,5.76
36008,1,0,0,0,0,0,2,1,1,0,0,1,139,6,0,0,0,0,0,0,16.5,272.25,0,0,2.4,5.76
75341,0,0,0,0,1,0,2,1,0,0,1,0,152,5,1,1,1,1,0,0,80.952,6553.226304,1,0,4.6,21.16
63717,0,1,0,0,0,1,1,1,0,0,2,1,137,4,1,1,1,1,0,0,75.64,5721.4096,1,1,7,49
39852,0,0,1,0,0,1,2,1,0,0,1,1,156,4,1,1,1,1,1,1,200,40000,1,1,9,81
32660,0,1,0,0,0,0,2,1,0,0,1,1,124,5,1,1,1,0,0,0,42.363,1794.623769,0,0,2.3,5.29
100127,0,0,1,0,0,1,1,1,0,0,1,1,177,4,1,1,1,1,1,1,185,34225,1,1,6.6,43.56
93083,0,1,0,0,0,0,0,1,0,0,2,0,146,5,1,1,1,1,0,0,78.488,6160.366144,1,0,4.1,16.81
55898,0,1,0,0,0,1,1,1,0,1,0,1,108,6,0,0,0,0,0,0,12.25,150.0625,0,0,1.2,1.44
77603,1,0,0,0,0,0,2,1,0,0,1,1,184,4,1,1,1,1,0,0,87,7569,1,1,7,49
31850,0,0,0,0,1,0,2,1,0,1,1,1,145,5,1,1,1,1,0,0,62.5,3906.25,1,0,4.4,19.36
27673,0,0,0,0,1,0,2,1,0,0,0,1,178,4,1,1,1,1,1,1,157.452,24791.132304,1,1,8.9,79.21
32155,0,0,1,0,0,1,1,1,0,0,0,1,135,5,1,1,1,1,1,1,153.817,23659.669489,1,0,3.8,14.44
45286,0,1,0,0,0,1,1,1,0,0,0,1,109,5,1,1,1,1,0,0,98.887,9778.638769,1,0,3.8,14.44
103997,0,0,1,0,0,1,1,1,0,0,2,1,116,5,1,1,1,1,0,0,67.382,4540.333924,1,0,4.5,20.25
8977,0,1,0,0,0,1,1,1,0,0,1,1,148,5,1,1,1,1,0,0,70.2,4928.04,1,0,3,9
13558,1,0,0,0,0,1,1,1,0,0,0,1,124,5,1,1,1,1,0,0,99.1,9820.81,1,0,3.4,11.56
90552,0,0,0,1,0,1,0,1,0,0,2,0,124,5,1,1,1,0,0,0,47.9,2294.41,1,0,3.2,10.24
20858,0,0,0,0,1,0,2,1,1,0,1,1,185,4,1,1,1,1,0,0,84,7056,1,1,7.1,50.41
101729,1,0,0,0,0,1,2,0,1,0,0,1,180,5,1,1,1,1,1,0,145,21025,1,1,6.4,40.96
100978,0,1,0,0,0,0,2,1,0,0,1,1,119,6,0,0,0,0,0,0,16.69,278.5561,0,0,1.7,2.89
81390,0,0,1,0,0,1,1,1,0,1,0,1,120,5,1,1,1,1,0,0,92.6,8574.76,1,0,4.4,19.36
59029,0,0,1,0,0,1,1,1,0,0,0,1,121,5,1,1,1,1,1,0,113,12769,1,0,3.7,13.69
96957,0,0,0,1,0,0,3,1,0,0,0,1,199,4,1,1,1,1,1,0,113.27,12830.0929,1,1,11.7,136.89
4757,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,1,0,122.551,15018.747601,1,0,4.2,17.64
93240,0,0,0,0,1,1,1,1,0,0,1,1,119,5,1,1,1,1,1,0,147.626,21793.435876,1,0,3.2,10.24
33505,0,1,0,0,0,1,1,1,0,0,1,1,119,5,1,1,1,1,0,0,59.048,3486.666304,1,0,3.3,10.89
81293,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,0,0,92.5,8556.25,1,0,3.4,11.56
87702,0,0,0,1,0,1,2,1,1,0,2,1,142,5,1,1,1,1,0,0,50.15,2515.0225,1,0,4.9,24.01
75973,0,1,0,0,0,1,1,1,0,0,0,1,113,5,1,1,1,1,1,0,138.592,19207.742464,1,0,3.9,15.21
30940,0,0,1,0,0,1,1,1,0,0,1,1,139,5,1,1,1,1,0,0,88.013,7746.288169,1,0,3.2,10.24
86693,0,0,1,0,0,1,1,1,0,0,2,0,122,5,1,1,1,1,0,0,70,4900,1,0,4.2,17.64
45568,1,0,0,0,0,1,1,1,0,0,1,1,124,5,1,1,1,1,0,0,95.038,9032.221444,0,0,2.7,7.29
35218,0,1,0,0,0,1,1,1,0,0,1,1,109,5,1,1,1,1,0,0,62.606,3919.511236,1,0,4.3,18.49
31063,0,0,1,0,0,1,1,1,0,0,1,1,123,5,1,1,1,0,0,0,40.75,1660.5625,0,0,1.2,1.44
60533,1,0,0,0,0,1,0,1,0,0,0,1,154,5,1,1,1,1,1,0,131.5,17292.25,1,1,6.3,39.69
44490,0,0,0,1,0,1,1,0,0,0,2,1,184,4,1,1,1,1,1,0,142.99,20446.1401,1,1,9.4,88.36
37077,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,0,0,70.004,4900.560016,1,0,3.1,9.61
64677,0,1,0,0,0,1,1,1,0,0,0,1,148,5,1,1,1,1,0,0,69.952,4893.282304,1,0,3.4,11.56
41922,1,0,0,0,0,1,1,1,0,0,2,1,127,5,1,1,1,1,1,0,139.287,19400.868369,1,0,4.7,22.09
28461,0,0,1,0,0,0,1,1,0,0,0,1,160,5,1,0,0,0,0,0,20.6,424.36,1,0,4.1,16.81
79439,0,0,0,0,1,0,0,0,1,0,0,0,161,4,1,1,1,1,1,0,109,11881,1,1,9.9,98.01
99150,0,1,0,0,0,1,2,1,0,1,1,1,128,5,1,1,1,0,0,0,42.9,1840.41,1,0,3.5,12.25
76251,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,1,0,0,50.045,2504.502025,0,0,1.4,1.96
48972,0,0,1,0,0,1,0,1,0,0,0,0,121,5,1,1,1,1,1,1,186.14,34648.0996,1,0,4.4,19.36
90897,0,0,1,0,0,1,0,1,1,0,2,0,149,5,1,1,1,1,1,1,165,27225,1,0,5.3,28.09
92379,0,0,0,0,1,0,2,1,0,1,1,1,158,4,1,1,1,1,1,0,119.2,14208.64,1,1,6.2,38.44
97482,0,0,1,0,0,1,1,1,0,0,1,1,149,5,1,1,1,1,1,0,127,16129,1,0,3.9,15.21
63659,1,0,0,0,0,1,2,1,0,0,1,0,161,5,1,1,1,1,1,1,191.5,36672.25,1,0,5.1,26.01
18742,0,0,0,1,0,1,2,1,0,0,1,0,142,5,1,1,1,0,0,0,45.614,2080.636996,1,0,3.9,15.21
48040,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,1,1,0,121,14641,0,0,2.4,5.76
39538,0,0,1,0,0,1,1,1,0,0,1,1,119,5,1,1,1,0,0,0,42.915,1841.697225,0,0,1.1,1.21
67532,0,0,1,0,0,1,0,0,1,0,2,0,158,4,1,1,1,1,1,1,160,25600,1,1,9,81
82623,0,0,1,0,0,1,1,1,0,0,2,1,121,5,1,1,1,1,1,1,167.121,27929.428641,1,0,3.2,10.24
59880,0,0,0,1,0,1,1,1,0,0,1,1,114,5,1,1,1,1,1,1,199,39601,0,0,2.8,7.84
6277,0,0,0,0,1,1,1,1,0,1,1,0,119,5,1,1,1,1,0,0,72.03,5188.3209,1,0,3.2,10.24
87840,0,0,0,0,1,1,2,1,0,0,2,0,119,5,1,1,1,1,0,0,56,3136,1,0,4.3,18.49
104712,0,0,1,0,0,1,1,1,0,0,2,0,189,4,1,1,1,1,1,1,179.891,32360.771881,1,1,10.1,102.01
71943,0,0,0,0,1,1,0,1,0,0,1,0,119,4,1,1,1,1,1,0,129,16641,1,0,5.2,27.04
97129,0,0,0,1,0,0,1,1,0,0,1,0,145,6,1,1,0,0,0,0,36.276,1315.948176,0,0,2.9,8.41
87701,0,0,0,0,1,1,2,1,0,0,0,1,119,5,1,1,0,0,0,0,39.313,1545.511969,0,0,2.7,7.29
32367,0,0,1,0,0,1,1,1,0,0,0,1,184,4,1,1,1,1,1,1,173,29929,1,1,6.9,47.61
68305,0,0,0,0,1,0,1,1,0,1,1,0,197,4,1,1,1,1,0,0,80.3,6448.09,1,1,9.7,94.09
34108,0,1,0,0,0,1,1,1,0,0,1,1,111,5,1,0,0,0,0,0,25.5,650.25,0,0,1.1,1.21
26869,0,0,0,1,0,0,0,0,1,0,2,0,185,4,1,1,1,1,1,1,199,39601,1,1,12.8,163.84
52704,0,0,0,1,0,1,1,1,0,0,1,1,119,5,1,1,1,1,0,0,69.24,4794.1776,1,0,3.1,9.61
80363,0,0,1,0,0,0,3,1,0,0,1,0,142,5,1,1,1,1,0,0,55.2,3047.04,1,0,4.1,16.81
69154,1,0,0,0,0,1,1,0,0,1,1,1,159,5,1,1,1,1,0,0,84.8,7191.04,1,0,4.1,16.81
3147,0,0,1,0,0,1,0,0,0,0,2,0,139,5,1,1,1,1,1,1,175.858,30926.036164,1,0,4.2,17.64
65846,0,0,1,0,0,1,0,1,1,0,0,1,153,4,1,1,1,1,1,1,180,32400,1,1,10.6,112.36
45274,0,0,0,1,0,0,2,1,0,0,1,0,243,4,1,1,1,1,1,0,139,19321,1,1,9.1,82.81
48014,0,0,0,1,0,1,0,1,0,0,0,1,109,5,1,1,1,1,0,0,69.9,4886.01,0,0,2.5,6.25
57591,0,0,1,0,0,1,2,1,0,0,1,1,180,4,1,1,1,1,1,1,189.221,35804.586841,1,1,9.2,84.64
63328,1,0,0,0,0,0,2,1,0,1,1,1,193,4,1,1,1,1,0,0,79.78,6364.8484,1,1,7.8,60.84
563,0,0,1,0,0,1,0,1,0,0,2,1,120,5,1,1,1,1,1,0,116.13,13486.1769,1,0,3.2,10.24
40661,0,0,1,0,0,1,1,1,0,0,2,1,121,5,1,1,1,1,1,1,188,35344,1,0,3.2,10.24
59114,0,0,0,0,1,1,2,1,1,0,0,1,120,5,1,1,1,1,1,0,131,17161,1,0,4.3,18.49
44164,0,0,0,1,0,0,1,1,0,0,0,1,144,4,1,1,1,1,1,0,100,10000,1,1,7.4,54.76
37254,0,0,0,1,0,1,1,1,0,0,0,1,158,4,1,1,1,1,1,0,113.5,12882.25,1,1,8.5,72.25
96899,0,0,1,0,0,1,1,1,0,0,1,1,134,6,0,0,0,0,0,0,15.9,252.81,0,0,1.1,1.21
8554,0,0,1,0,0,1,0,1,0,0,0,1,122,5,1,1,1,1,1,0,141.756,20094.763536,1,0,3.8,14.44
5918,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,0,0,0,48.565,2358.559225,0,0,1.4,1.96
51137,0,0,0,1,0,0,0,1,0,0,2,0,170,4,1,1,1,1,0,0,99,9801,1,0,5.4,29.16
46853,1,0,0,0,0,0,2,1,0,0,1,1,139,6,1,0,0,0,0,0,28.356,804.062736,1,0,3.1,9.61
26284,0,0,1,0,0,0,1,1,0,0,0,1,145,5,1,1,1,1,0,0,80.42,6467.3764,1,0,4.5,20.25
45135,0,0,1,0,0,1,1,1,0,1,1,1,122,5,1,1,1,1,1,0,100,10000,1,0,3.3,10.89
44692,0,0,1,0,0,1,1,1,0,0,2,1,123,5,1,1,1,0,0,0,45.999,2115.908001,0,0,1.5,2.25
66533,0,0,1,0,0,1,2,1,1,0,1,1,135,5,1,1,1,1,0,0,97,9409,1,0,4.9,24.01
9965,0,0,0,1,0,1,2,1,0,0,1,1,149,4,1,1,1,1,1,0,115.69,13384.1761,1,1,7,49
79869,1,0,0,0,0,1,2,1,1,0,0,0,127,5,1,1,1,1,0,0,96,9216,1,0,3.5,12.25
5157,0,0,1,0,0,1,0,0,1,0,2,0,156,4,1,1,1,1,1,1,158.38,25084.2244,1,1,9.2,84.64
